TSNR,MASTIT,MASNR,MASLFDNR,MASDAT,MASTYP,MASEBENE,MASKAT,MASART,ZIELGRUP,ZIELGRUP01,ZIELGRUP02,ZIELGRUP03,ZIELGRUP04,ZIELGRUP05,ZIELGRUP06,ZIELGRUP07,ZIELGRUP08,ZIELGRUP09,ZIELGRUP10,ZIELGRUP11,ZIELPER01,ZIELPER02,ZIELPER03,ZIELPER04,ZIELPER05,ZIELPER06,ZIELPER07,ZIELPER08,ZIELPER09,AKTIV01,AKTIV02,AKTIV03,AKTIV04,AKTIV05,AKTIV06,AKTIV07,AKTIV08,AKTIV09,AKTIV10,AKTIV11,AKTIV12,ORGANISA,ORGANI01,ORGANI02,ZEIT01,ZEIT02,ZEIT03,ZEIT04,PERSONEN1,PERSONEN2
181,xxpympiwdr,81155,413,18.05.2024,1,1,4,6,2,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,1,True,False,175,677,725,922,582,7019
181,lmtxuqybhs,63170,61,18.06.2023,3,3,2,0,6,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,1,True,True,955,656,558,342,1681,5997
181,zesbkudwep,96655,943,02.01.2023,0,3,3,1,4,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,2,True,True,509,56,72,355,9982,327
181,uyfislaumv,16611,1,28.11.2024,0,1,5,3,8,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,0,False,True,771,944,94,877,6373,4443
181,ipifpapqqz,25728,989,18.08.2023,2,2,7,2,8,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,1,False,False,218,744,534,802,8300,5327
181,nlxkxpxaem,19761,46,08.11.2023,2,4,6,1,2,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,2,True,False,30,123,31,817,4149,7767
181,vdtayzzuyo,94946,385,02.04.2023,3,4,6,1,1,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,0,False,False,432,197,793,602,9291,3872
181,omhfbvcslp,62675,316,16.03.2023,4,3,6,4,5,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,0,False,False,226,0,545,87,9318,3092
181,tjcyxtxvot,43213,926,02.08.2024,0,4,5,1,8,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,0,True,False,114,818,133,271,8161,4457
181,vrwhlmlbal,5287,8,26.07.2024,4,3,4,0,0,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,2,True,False,896,566,470,724,6343,2829
181,llrhrwyeix,5667,173,05.11.2023,1,4,4,3,8,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,1,False,False,851,863,513,374,7072,7778
181,lfcguoqvhb,53317,216,03.11.2023,1,1,1,2,4,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,0,True,True,53,24,648,803,6355,5368
181,yauzycbxtl,2038,953,28.08.2024,1,4,5,3,7,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,2,False,True,741,597,398,617,4169,7535
181,nixfsrruap,50383,977,12.01.2024,4,2,7,7,7,True,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,3,True,True,774,49,258,85,5727,9810
399,iiotdgwqar,26321,857,04.03.2024,3,2,7,1,2,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,2,True,False,833,774,768,941,2805,9150
399,bygwjrhkzj,36144,507,01.10.2023,4,4,0,7,5,False,True,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,2,True,False,873,102,446,475,8080,7133
399,ivlnbgpybn,30726,391,21.12.2023,3,4,5,1,5,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,2,False,True,339,146,772,700,6789,9244
399,apkfbfjbpp,41540,330,19.08.2023,1,3,4,1,3,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,2,True,False,877,923,274,561,4876,7316
399,zhyxutzdwg,46834,24,11.01.2023,4,2,8,0,8,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,3,False,False,924,634,93,592,9772,8618
399,hfwtwmkrlr,99962,982,04.07.2023,0,0,6,2,5,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,0,False,False,972,141,699,967,8224,8893
399,veczxbjhck,93396,830,18.10.2023,2,4,1,5,1,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,3,True,False,64,934,822,434,8875,902
399,wiybzmcocu,37306,308,21.10.2024,0,3,8,3,1,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,3,False,True,19,179,520,332,4004,7475
399,greowblibl,96064,695,03.09.2024,4,2,4,3,7,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,3,False,False,473,331,543,318,5508,9346
399,jitplivawa,72102,739,24.08.2023,4,0,9,2,8,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,True,0,False,False,86,677,564,236,184,159
399,unnetnhwyn,53049,822,26.12.2024,4,0,8,2,8,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,3,False,True,209,171,208,272,5795,512
399,fpbbszsdmu,6301,769,14.03.2023,4,4,5,6,7,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,2,True,True,532,817,367,539,3895,7279
399,jorqbugnts,41534,253,04.12.2023,0,0,5,4,2,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,3,True,False,448,639,692,551,682,1117
399,stkcmyahrq,63638,775,11.05.2024,1,0,1,0,8,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,1,False,True,609,284,45,302,6035,4066
399,bjphzljgtg,80687,78,03.09.2023,0,1,3,1,4,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,1,False,False,450,716,98,298,169,1811
399,wqckkcyinf,48262,825,08.10.2023,4,2,6,4,7,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,1,True,True,448,557,628,327,4708,3871
399,yjcglcxspc,96543,451,21.02.2023,3,3,3,2,6,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,0,False,False,929,394,456,434,2001,3633
399,mchjbsdsfk,12725,151,24.12.2023,4,4,8,3,1,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,2,True,False,356,655,636,915,1308,2706
399,sekdljhfwy,49936,168,01.10.2024,4,0,2,5,2,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,2,False,False,164,285,773,401,5320,6830
399,ztdkmcnfrt,9270,575,19.06.2023,0,0,3,4,8,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,2,False,False,939,79,641,579,737,7778
399,giddlygemy,44004,784,12.06.2023,0,1,5,1,8,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,2,False,False,392,7,297,967,2556,2342
399,ainkqleyzy,54104,123,02.01.2024,0,3,1,1,7,False,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,0,True,False,551,682,886,126,8453,1324
399,qvrvrofwbu,53421,951,23.05.2024,2,1,5,4,1,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,1,True,False,871,127,288,112,1476,2130
399,mnxveimxfw,87186,728,26.07.2023,3,0,8,2,3,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0,False,False,119,710,69,333,4487,7361
399,xzsbqhmemt,70644,281,21.07.2024,4,2,0,7,6,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,0,False,True,872,830,698,46,6347,9546
399,jlymrvuygq,40209,161,03.02.2024,3,0,6,1,2,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,3,True,False,815,165,282,490,6118,6751
399,enldjgjjbl,14019,741,11.07.2023,1,1,6,1,8,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,2,True,True,202,945,281,909,3511,7764
399,acjyumqydx,34403,619,20.05.2023,4,4,0,3,6,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,2,True,True,721,242,313,841,1206,9980
399,knbspdyqzj,73850,469,20.04.2024,2,1,6,5,3,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,1,False,False,330,579,919,256,9756,8934
399,wqnnwoezfg,72157,79,14.06.2024,4,0,2,0,6,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,1,True,True,947,856,60,496,3172,1499
399,agntgtyjme,64659,339,24.04.2024,0,4,5,2,5,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,2,False,False,339,952,912,967,999,9390
399,iwmeuveqkl,48082,982,30.03.2023,1,0,5,1,6,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,2,False,False,722,131,773,471,5812,2791
399,hheupqimsl,80859,406,21.11.2024,0,1,9,0,8,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,1,True,True,578,955,730,104,3322,8256
399,iifjofslfa,23061,487,09.02.2023,3,2,3,4,8,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,2,True,True,544,522,537,751,2547,3908
399,aqzmzhrdwo,97833,659,15.10.2024,0,2,3,1,1,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,2,False,True,407,347,691,828,5595,628
399,yhyryagqow,77040,501,08.01.2024,1,2,6,5,4,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,3,True,False,118,521,955,389,8172,7125
399,uvauupkkzt,19892,568,10.02.2023,1,3,8,5,1,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,2,False,True,420,243,416,70,253,6034
399,vdtgryvagm,98576,929,20.11.2024,4,2,4,6,0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,3,True,True,121,998,63,608,4493,3050
399,kbsilwplpy,69660,274,13.06.2024,2,4,8,6,0,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,2,False,False,353,673,110,924,9395,4457
399,mujggjshcg,51369,266,13.10.2024,1,0,0,1,7,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,3,False,False,413,178,115,867,906,2460
399,rgebozzwvo,59751,208,10.03.2024,2,1,5,6,0,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,1,False,True,410,984,106,95,7222,4942
399,eejbmylluq,40187,889,02.07.2023,4,1,3,3,0,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,3,False,False,762,614,808,345,6408,4523
399,jfgxqrrkki,36803,298,15.01.2024,0,0,2,4,0,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,3,False,False,608,717,666,387,8746,6112
399,kpmlbryyzf,83781,911,28.01.2023,2,3,9,7,2,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,True,3,True,False,901,145,175,42,1820,6382
399,dirkmhlzvx,28501,224,17.04.2023,3,4,2,4,1,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,3,True,True,336,766,721,77,2465,2631
399,mybsqjwpje,52620,549,04.04.2024,0,1,3,1,4,False,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,2,False,True,161,88,706,860,1289,7906
399,lllhyrtiyh,25553,545,28.05.2024,1,1,7,2,0,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,0,False,True,204,932,275,791,3593,4675
399,bqefxmewet,17835,924,03.05.2024,0,4,6,4,4,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,True,False,1,True,False,383,429,511,285,1306,4662
399,zzepyptbgw,22840,259,13.06.2023,4,0,3,3,4,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,0,False,False,334,652,415,639,6917,5556
399,olphrczbbr,78317,917,20.09.2024,4,3,9,2,1,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,1,True,False,716,279,751,509,7780,7030
